"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка: После изменение логина пользователя,            при запросе данных, возвращается измененный логин","949","Тест изменение логина пользователя с авторизацией","tests","Mon Aug 04 14:07:56 GMT 2025","passed","Mon Aug 04 14:07:57 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: авторизация без пароля, возвращает 401","432","Тест получения кода 401, при авторизации пользователя без пароля","tests","Mon Aug 04 14:08:16 GMT 2025","passed","Mon Aug 04 14:08:16 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: логин под существующим пользователем, возвращается 200","520","Тест получения кода 200, при авторизации текущего пользователя","tests","Mon Aug 04 14:08:08 GMT 2025","passed","Mon Aug 04 14:08:09 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: После изменение имени пользователя,             при запросе данных, возвращается измененное имя","1107","Тест изменение имени пользователя с авторизацией","tests","Mon Aug 04 14:07:58 GMT 2025","passed","Mon Aug 04 14:07:59 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: авторизация с неверным паролем, возвращает 401","507","Тест получения кода 401, при авторизации пользователя с неверным паролем","tests","Mon Aug 04 14:08:12 GMT 2025","passed","Mon Aug 04 14:08:12 GMT 2025","TestRegisterUser","test_login_user","",""
"ПЕсли выполнить запрос без авторизации, вернётся код ответа 401 Unauthorized","442","Тест получения заказов неавторизованного пользователя","tests","Mon Aug 04 14:08:07 GMT 2025","passed","Mon Aug 04 14:08:08 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 200","3432","Тест возвращения кода 200 при успешном создании заказа с авторизацией","tests","Mon Aug 04 14:07:32 GMT 2025","passed","Mon Aug 04 14:07:36 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: После изменение логина и имени пользователя,             при запросе данных, возвращается код 200","971","Тест изменение логина и имени пользователя с авторизацией","tests","Mon Aug 04 14:08:01 GMT 2025","passed","Mon Aug 04 14:08:02 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле emmail","429","Тест регистрации пользователя без заполненного поля email","tests","Mon Aug 04 14:07:55 GMT 2025","passed","Mon Aug 04 14:07:55 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при запросе на изменени логина пользователя без авторизации, вернется код 401","432","Тест изменение логина пользователя без авторизации","tests","Mon Aug 04 14:08:03 GMT 2025","passed","Mon Aug 04 14:08:04 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: успешноое создание уникального пользователя и возвращение кода 200","1525","Тест получения кода 2000 при успешной регистрации нового пользователя","tests","Mon Aug 04 14:07:51 GMT 2025","passed","Mon Aug 04 14:07:53 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: авторизация с неверным 'email', возвращает 401","434","Тест получения кода 401, при авторизации пользователя с неверным 'email'","tests","Mon Aug 04 14:08:10 GMT 2025","passed","Mon Aug 04 14:08:11 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: создать пользователя, который уже зарегистрирован","1806","Тест регистрации существующего пользователя","tests","Mon Aug 04 14:07:53 GMT 2025","passed","Mon Aug 04 14:07:55 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при создании заказа с ингредиентами,             авторизованным пользователем, в ответе содержится id ингредиента","3763","Тест создания заказа c ингредиентами авторизованным пользователем","tests","Mon Aug 04 14:07:42 GMT 2025","passed","Mon Aug 04 14:07:45 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: создать пользователя и не заполнить обязательное поле password,            вернется коды 403","441","Тест регистрации пользователя без заполненного поля password","tests","Mon Aug 04 14:07:55 GMT 2025","passed","Mon Aug 04 14:07:55 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: авторизация без поля 'email', возвращает 401","528","Тест получения кода 401, при авторизации пользователя с без поля 'email'","tests","Mon Aug 04 14:08:14 GMT 2025","passed","Mon Aug 04 14:08:14 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: при создании заказа без авторизаци в теле ответа вернется         'success: false'. Здесь намеренный баг, изменить нет возможности,         т.к. нет доступа к разработке поэтому ожидаемый результат именен на 'True'","2905","Тест создания заказа без авторизации","tests","Mon Aug 04 14:07:37 GMT 2025","passed","Mon Aug 04 14:07:40 GMT 2025","TestRegisterUser","test_create_order","",""
"Если не передать неверный хеш ингредиентов,         вернётся код ответа 500 Internal Server Error","947","Тест получения ошибки, при создании заказа с неверным хешем ингредиентов","tests","Mon Aug 04 14:07:49 GMT 2025","passed","Mon Aug 04 14:07:50 GMT 2025","TestRegisterUser","test_create_order","",""
"Если не передать ни один ингредиент, вернётся код ответа 400 Bad Request","1209","Тест получения ошибки, при создании заказа без ингредиентов                 авторизованным пользователем","tests","Mon Aug 04 14:07:47 GMT 2025","passed","Mon Aug 04 14:07:48 GMT 2025","TestRegisterUser","test_create_order","",""
"При успешном подключении бэкенд вернёт максимум        50 последних заказов пользователя","1305","Тест получения заказов автризованного пользователя","tests","Mon Aug 04 14:08:05 GMT 2025","passed","Mon Aug 04 14:08:06 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 'success: true'","3439","Тест возвращения сообщения при успешном создании заказа с авторизацией","tests","Mon Aug 04 14:07:27 GMT 2025","passed","Mon Aug 04 14:07:31 GMT 2025","TestRegisterUser","test_create_order","",""
