"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка: создать пользователя, который уже зарегистрирован","1552","Тест регистрации существующего пользователя","tests","Mon Aug 04 15:37:51 GMT 2025","passed","Mon Aug 04 15:37:53 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: авторизация без поля 'email', возвращает 401","449","Тест получения кода 401, при авторизации пользователя с без поля 'email'","tests","Mon Aug 04 15:38:10 GMT 2025","passed","Mon Aug 04 15:38:10 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: логин под существующим пользователем, возвращается 200","465","Тест получения кода 200, при авторизации текущего пользователя","tests","Mon Aug 04 15:38:05 GMT 2025","passed","Mon Aug 04 15:38:05 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: при создании заказа без авторизаци в теле ответа вернется         'success: false'. Здесь намеренный баг, изменить нет возможности,         т.к. нет доступа к разработке поэтому ожидаемый результат именен на 'True'","2807","Тест создания заказа без авторизации","tests","Mon Aug 04 15:37:38 GMT 2025","failed","Mon Aug 04 15:37:41 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: авторизация без пароля, возвращает 401","364","Тест получения кода 401, при авторизации пользователя без пароля","tests","Mon Aug 04 15:38:11 GMT 2025","passed","Mon Aug 04 15:38:12 GMT 2025","TestRegisterUser","test_login_user","",""
"ПЕсли выполнить запрос без авторизации, вернётся код ответа 401 Unauthorized","362","Тест получения заказов неавторизованного пользователя","tests","Mon Aug 04 15:38:04 GMT 2025","passed","Mon Aug 04 15:38:04 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: После изменение логина и имени пользователя,             при запросе данных, возвращается код 200","789","Тест изменение логина и имени пользователя с авторизацией","tests","Mon Aug 04 15:37:58 GMT 2025","passed","Mon Aug 04 15:37:59 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 200","3311","Тест возвращения кода 200 при успешном создании заказа с авторизацией","tests","Mon Aug 04 15:37:33 GMT 2025","passed","Mon Aug 04 15:37:37 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: создать пользователя и не заполнить обязательное поле emmail","363","Тест регистрации пользователя без заполненного поля email","tests","Mon Aug 04 15:37:53 GMT 2025","passed","Mon Aug 04 15:37:53 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: авторизация с неверным паролем, возвращает 401","447","Тест получения кода 401, при авторизации пользователя с неверным паролем","tests","Mon Aug 04 15:38:08 GMT 2025","passed","Mon Aug 04 15:38:08 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: при запросе на изменени логина пользователя без авторизации, вернется код 401","364","Тест изменение логина пользователя без авторизации","tests","Mon Aug 04 15:38:00 GMT 2025","passed","Mon Aug 04 15:38:01 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: успешноое создание уникального пользователя и возвращение кода 200","1275","Тест получения кода 2000 при успешной регистрации нового пользователя","tests","Mon Aug 04 15:37:50 GMT 2025","passed","Mon Aug 04 15:37:51 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: После изменение логина пользователя,            при запросе данных, возвращается измененный логин","853","Тест изменение логина пользователя с авторизацией","tests","Mon Aug 04 15:37:54 GMT 2025","passed","Mon Aug 04 15:37:55 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: авторизация с неверным 'email', возвращает 401","371","Тест получения кода 401, при авторизации пользователя с неверным 'email'","tests","Mon Aug 04 15:38:06 GMT 2025","passed","Mon Aug 04 15:38:07 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле password,            вернется коды 403","363","Тест регистрации пользователя без заполненного поля password","tests","Mon Aug 04 15:37:53 GMT 2025","passed","Mon Aug 04 15:37:54 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: После изменение имени пользователя,             при запросе данных, возвращается измененное имя","817","Тест изменение имени пользователя с авторизацией","tests","Mon Aug 04 15:37:56 GMT 2025","passed","Mon Aug 04 15:37:57 GMT 2025","TestRegisterUser","test_edit_user","",""
"При успешном подключении бэкенд вернёт максимум        50 последних заказов пользователя","1156","Тест получения заказов автризованного пользователя","tests","Mon Aug 04 15:38:02 GMT 2025","passed","Mon Aug 04 15:38:03 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Если не передать неверный хеш ингредиентов,         вернётся код ответа 500 Internal Server Error","807","Тест получения ошибки, при создании заказа с неверным хешем ингредиентов","tests","Mon Aug 04 15:37:49 GMT 2025","passed","Mon Aug 04 15:37:49 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 'success: true'","3329","Тест возвращения сообщения при успешном создании заказа с авторизацией","tests","Mon Aug 04 15:37:29 GMT 2025","passed","Mon Aug 04 15:37:32 GMT 2025","TestRegisterUser","test_create_order","",""
"Если не передать ни один ингредиент, вернётся код ответа 400 Bad Request","804","Тест получения ошибки, при создании заказа без ингредиентов                 авторизованным пользователем","tests","Mon Aug 04 15:37:47 GMT 2025","passed","Mon Aug 04 15:37:47 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с ингредиентами,             авторизованным пользователем, в ответе содержится id ингредиента","3185","Тест создания заказа c ингредиентами авторизованным пользователем","tests","Mon Aug 04 15:37:42 GMT 2025","passed","Mon Aug 04 15:37:45 GMT 2025","TestRegisterUser","test_create_order","",""
