"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Если не передать ни один ингредиент, вернётся код ответа 400 Bad Request","1066","Тест получения ошибки, при создании заказа без ингредиентов                 авторизованным пользователем","tests","Wed Aug 13 16:59:45 GMT 2025","passed","Wed Aug 13 16:59:46 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при запросе на изменени логина пользователя без авторизации, вернется код 401","492","Тест изменение логина пользователя без авторизации","tests","Wed Aug 13 17:00:02 GMT 2025","passed","Wed Aug 13 17:00:03 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле password,            вернется коды 403","492","Тест регистрации пользователя без заполненного поля password","tests","Wed Aug 13 16:59:53 GMT 2025","passed","Wed Aug 13 16:59:54 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: авторизация с неверным 'email', возвращает 401","495","Тест получения кода 401, при авторизации пользователя с неверным 'email'","tests","Wed Aug 13 17:00:10 GMT 2025","passed","Wed Aug 13 17:00:10 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: авторизация с неверным паролем, возвращает 401","577","Тест получения кода 401, при авторизации пользователя с неверным паролем","tests","Wed Aug 13 17:00:12 GMT 2025","passed","Wed Aug 13 17:00:12 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: авторизация без пароля, возвращает 401","493","Тест получения кода 401, при авторизации пользователя без пароля","tests","Wed Aug 13 17:00:16 GMT 2025","passed","Wed Aug 13 17:00:16 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: После изменение имени пользователя,             при запросе данных, возвращается измененное имя","1088","Тест изменение имени пользователя с авторизацией","tests","Wed Aug 13 16:59:57 GMT 2025","passed","Wed Aug 13 16:59:58 GMT 2025","TestRegisterUser","test_edit_user","",""
"ПЕсли выполнить запрос без авторизации, вернётся код ответа 401 Unauthorized","493","Тест получения заказов неавторизованного пользователя","tests","Wed Aug 13 17:00:06 GMT 2025","passed","Wed Aug 13 17:00:07 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: при создании заказа без авторизаци в теле ответа вернется         'success: false'","3063","Тест создания заказа без авторизации","tests","Wed Aug 13 16:59:35 GMT 2025","failed","Wed Aug 13 16:59:38 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: успешноое создание уникального пользователя и возвращение кода 200","1500","Тест получения кода 2000 при успешной регистрации нового пользователя","tests","Wed Aug 13 16:59:49 GMT 2025","passed","Wed Aug 13 16:59:51 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: После изменение логина и имени пользователя,             при запросе данных, возвращается код 200","1061","Тест изменение логина и имени пользователя с авторизацией","tests","Wed Aug 13 17:00:00 GMT 2025","passed","Wed Aug 13 17:00:01 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: при создании заказа с ингредиентами,             авторизованным пользователем, в ответе содержится id ингредиента","3445","Тест создания заказа c ингредиентами авторизованным пользователем","tests","Wed Aug 13 16:59:40 GMT 2025","passed","Wed Aug 13 16:59:43 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: авторизация без поля 'email', возвращает 401","579","Тест получения кода 401, при авторизации пользователя с без поля 'email'","tests","Wed Aug 13 17:00:14 GMT 2025","passed","Wed Aug 13 17:00:14 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: логин под существующим пользователем, возвращается 200","550","Тест получения кода 200, при авторизации текущего пользователя","tests","Wed Aug 13 17:00:08 GMT 2025","passed","Wed Aug 13 17:00:08 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: создать пользователя, который уже зарегистрирован","2001","Тест регистрации существующего пользователя","tests","Wed Aug 13 16:59:51 GMT 2025","passed","Wed Aug 13 16:59:53 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 200","3815","Тест возвращения кода 200 при успешном создании заказа с авторизацией","tests","Wed Aug 13 16:59:30 GMT 2025","passed","Wed Aug 13 16:59:34 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 'success: true'","3574","Тест возвращения сообщения при успешном создании заказа с авторизацией","tests","Wed Aug 13 16:59:25 GMT 2025","passed","Wed Aug 13 16:59:29 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: После изменение логина пользователя,            при запросе данных, возвращается измененный логин","1076","Тест изменение логина пользователя с авторизацией","tests","Wed Aug 13 16:59:55 GMT 2025","passed","Wed Aug 13 16:59:56 GMT 2025","TestRegisterUser","test_edit_user","",""
"Если не передать неверный хеш ингредиентов,         вернётся код ответа 500 Internal Server Error","1074","Тест получения ошибки, при создании заказа с неверным хешем ингредиентов","tests","Wed Aug 13 16:59:47 GMT 2025","passed","Wed Aug 13 16:59:49 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: создать пользователя и не заполнить обязательное поле emmail","504","Тест регистрации пользователя без заполненного поля email","tests","Wed Aug 13 16:59:53 GMT 2025","passed","Wed Aug 13 16:59:53 GMT 2025","TestRegisterUser","test_create_user","",""
"При успешном подключении бэкенд вернёт максимум        50 последних заказов пользователя","1407","Тест получения заказов автризованного пользователя","tests","Wed Aug 13 17:00:04 GMT 2025","passed","Wed Aug 13 17:00:06 GMT 2025","TestRegisterUser","test_get_orders_user","",""
