"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка: После изменение логина и имени пользователя,             при запросе данных, возвращается код 200","804","Тест изменение логина и имени пользователя с авторизацией","tests","Wed Aug 13 15:40:35 GMT 2025","passed","Wed Aug 13 15:40:36 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: авторизация без пароля, возвращает 401","367","Тест получения кода 401, при авторизации пользователя без пароля","tests","Wed Aug 13 15:40:48 GMT 2025","passed","Wed Aug 13 15:40:49 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: создать пользователя, который уже зарегистрирован","1553","Тест регистрации существующего пользователя","tests","Wed Aug 13 15:40:28 GMT 2025","passed","Wed Aug 13 15:40:30 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при запросе на изменени логина пользователя без авторизации, вернется код 401","374","Тест изменение логина пользователя без авторизации","tests","Wed Aug 13 15:40:37 GMT 2025","passed","Wed Aug 13 15:40:38 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: После изменение логина пользователя,            при запросе данных, возвращается измененный логин","814","Тест изменение логина пользователя с авторизацией","tests","Wed Aug 13 15:40:31 GMT 2025","passed","Wed Aug 13 15:40:32 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: при создании заказа без авторизаци в теле ответа вернется         'success: false'","2706","Тест создания заказа без авторизации","tests","Wed Aug 13 15:40:15 GMT 2025","failed","Wed Aug 13 15:40:18 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: логин под существующим пользователем, возвращается 200","422","Тест получения кода 200, при авторизации текущего пользователя","tests","Wed Aug 13 15:40:42 GMT 2025","passed","Wed Aug 13 15:40:42 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: авторизация без поля 'email', возвращает 401","444","Тест получения кода 401, при авторизации пользователя с без поля 'email'","tests","Wed Aug 13 15:40:47 GMT 2025","passed","Wed Aug 13 15:40:47 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 200","3295","Тест возвращения кода 200 при успешном создании заказа с авторизацией","tests","Wed Aug 13 15:40:10 GMT 2025","passed","Wed Aug 13 15:40:14 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с ингредиентами,             авторизованным пользователем, в ответе содержится id ингредиента","3341","Тест создания заказа c ингредиентами авторизованным пользователем","tests","Wed Aug 13 15:40:19 GMT 2025","passed","Wed Aug 13 15:40:22 GMT 2025","TestRegisterUser","test_create_order","",""
"Если не передать ни один ингредиент, вернётся код ответа 400 Bad Request","813","Тест получения ошибки, при создании заказа без ингредиентов                 авторизованным пользователем","tests","Wed Aug 13 15:40:24 GMT 2025","passed","Wed Aug 13 15:40:24 GMT 2025","TestRegisterUser","test_create_order","",""
"При успешном подключении бэкенд вернёт максимум        50 последних заказов пользователя","1187","Тест получения заказов автризованного пользователя","tests","Wed Aug 13 15:40:39 GMT 2025","passed","Wed Aug 13 15:40:40 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле password,            вернется коды 403","361","Тест регистрации пользователя без заполненного поля password","tests","Wed Aug 13 15:40:30 GMT 2025","passed","Wed Aug 13 15:40:31 GMT 2025","TestRegisterUser","test_create_user","",""
"Если не передать неверный хеш ингредиентов,         вернётся код ответа 500 Internal Server Error","812","Тест получения ошибки, при создании заказа с неверным хешем ингредиентов","tests","Wed Aug 13 15:40:26 GMT 2025","passed","Wed Aug 13 15:40:26 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 'success: true'","3188","Тест возвращения сообщения при успешном создании заказа с авторизацией","tests","Wed Aug 13 15:40:06 GMT 2025","passed","Wed Aug 13 15:40:09 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: авторизация с неверным паролем, возвращает 401","447","Тест получения кода 401, при авторизации пользователя с неверным паролем","tests","Wed Aug 13 15:40:45 GMT 2025","passed","Wed Aug 13 15:40:45 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: После изменение имени пользователя,             при запросе данных, возвращается измененное имя","826","Тест изменение имени пользователя с авторизацией","tests","Wed Aug 13 15:40:33 GMT 2025","passed","Wed Aug 13 15:40:34 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: успешноое создание уникального пользователя и возвращение кода 200","1265","Тест получения кода 2000 при успешной регистрации нового пользователя","tests","Wed Aug 13 15:40:27 GMT 2025","passed","Wed Aug 13 15:40:28 GMT 2025","TestRegisterUser","test_create_user","",""
"ПЕсли выполнить запрос без авторизации, вернётся код ответа 401 Unauthorized","362","Тест получения заказов неавторизованного пользователя","tests","Wed Aug 13 15:40:41 GMT 2025","passed","Wed Aug 13 15:40:41 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: авторизация с неверным 'email', возвращает 401","370","Тест получения кода 401, при авторизации пользователя с неверным 'email'","tests","Wed Aug 13 15:40:43 GMT 2025","passed","Wed Aug 13 15:40:44 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле emmail","362","Тест регистрации пользователя без заполненного поля email","tests","Wed Aug 13 15:40:30 GMT 2025","passed","Wed Aug 13 15:40:30 GMT 2025","TestRegisterUser","test_create_user","",""
