"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка: После изменение логина и имени пользователя,             при запросе данных, возвращается код 200","865","Тест изменение логина и имени пользователя с авторизацией","tests","Tue Aug 05 12:12:04 GMT 2025","passed","Tue Aug 05 12:12:05 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: успешноое создание уникального пользователя и возвращение кода 200","1257","Тест получения кода 2000 при успешной регистрации нового пользователя","tests","Tue Aug 05 12:11:56 GMT 2025","passed","Tue Aug 05 12:11:57 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: авторизация без поля 'email', возвращает 401","473","Тест получения кода 401, при авторизации пользователя с без поля 'email'","tests","Tue Aug 05 12:12:16 GMT 2025","passed","Tue Aug 05 12:12:17 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: при запросе на изменени логина пользователя без авторизации, вернется код 401","388","Тест изменение логина пользователя без авторизации","tests","Tue Aug 05 12:12:07 GMT 2025","passed","Tue Aug 05 12:12:07 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: при создании заказа с ингредиентами,             авторизованным пользователем, в ответе содержится id ингредиента","3252","Тест создания заказа c ингредиентами авторизованным пользователем","tests","Tue Aug 05 12:11:48 GMT 2025","passed","Tue Aug 05 12:11:51 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: После изменение имени пользователя,             при запросе данных, возвращается измененное имя","867","Тест изменение имени пользователя с авторизацией","tests","Tue Aug 05 12:12:02 GMT 2025","passed","Tue Aug 05 12:12:03 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: создать пользователя, который уже зарегистрирован","1647","Тест регистрации существующего пользователя","tests","Tue Aug 05 12:11:57 GMT 2025","passed","Tue Aug 05 12:11:59 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 'success: true'","3465","Тест возвращения сообщения при успешном создании заказа с авторизацией","tests","Tue Aug 05 12:11:34 GMT 2025","passed","Tue Aug 05 12:11:38 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: создать пользователя и не заполнить обязательное поле emmail","384","Тест регистрации пользователя без заполненного поля email","tests","Tue Aug 05 12:11:59 GMT 2025","passed","Tue Aug 05 12:11:59 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при создании заказа без авторизаци в теле ответа вернется         'success: false'","2829","Тест создания заказа без авторизации","tests","Tue Aug 05 12:11:43 GMT 2025","failed","Tue Aug 05 12:11:46 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: логин под существующим пользователем, возвращается 200","483","Тест получения кода 200, при авторизации текущего пользователя","tests","Tue Aug 05 12:12:11 GMT 2025","passed","Tue Aug 05 12:12:12 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: После изменение логина пользователя,            при запросе данных, возвращается измененный логин","868","Тест изменение логина пользователя с авторизацией","tests","Tue Aug 05 12:12:00 GMT 2025","passed","Tue Aug 05 12:12:01 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: авторизация с неверным 'email', возвращает 401","392","Тест получения кода 401, при авторизации пользователя с неверным 'email'","tests","Tue Aug 05 12:12:13 GMT 2025","passed","Tue Aug 05 12:12:13 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: авторизация без пароля, возвращает 401","390","Тест получения кода 401, при авторизации пользователя без пароля","tests","Tue Aug 05 12:12:18 GMT 2025","passed","Tue Aug 05 12:12:18 GMT 2025","TestRegisterUser","test_login_user","",""
"Если не передать неверный хеш ингредиентов,         вернётся код ответа 500 Internal Server Error","868","Тест получения ошибки, при создании заказа с неверным хешем ингредиентов","tests","Tue Aug 05 12:11:54 GMT 2025","passed","Tue Aug 05 12:11:55 GMT 2025","TestRegisterUser","test_create_order","",""
"ПЕсли выполнить запрос без авторизации, вернётся код ответа 401 Unauthorized","397","Тест получения заказов неавторизованного пользователя","tests","Tue Aug 05 12:12:10 GMT 2025","passed","Tue Aug 05 12:12:11 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле password,            вернется коды 403","389","Тест регистрации пользователя без заполненного поля password","tests","Tue Aug 05 12:11:59 GMT 2025","passed","Tue Aug 05 12:12:00 GMT 2025","TestRegisterUser","test_create_user","",""
"При успешном подключении бэкенд вернёт максимум        50 последних заказов пользователя","1267","Тест получения заказов автризованного пользователя","tests","Tue Aug 05 12:12:08 GMT 2025","passed","Tue Aug 05 12:12:09 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: авторизация с неверным паролем, возвращает 401","440","Тест получения кода 401, при авторизации пользователя с неверным паролем","tests","Tue Aug 05 12:12:15 GMT 2025","passed","Tue Aug 05 12:12:15 GMT 2025","TestRegisterUser","test_login_user","",""
"Если не передать ни один ингредиент, вернётся код ответа 400 Bad Request","862","Тест получения ошибки, при создании заказа без ингредиентов                 авторизованным пользователем","tests","Tue Aug 05 12:11:52 GMT 2025","passed","Tue Aug 05 12:11:53 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 200","3256","Тест возвращения кода 200 при успешном создании заказа с авторизацией","tests","Tue Aug 05 12:11:39 GMT 2025","passed","Tue Aug 05 12:11:42 GMT 2025","TestRegisterUser","test_create_order","",""
