"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка: при создании заказа с авторизацией в теле ответа вернется 200","3638","Тест возвращения кода 200 при успешном создании заказа с авторизацией","tests","Mon Aug 04 14:13:56 GMT 2025","passed","Mon Aug 04 14:13:59 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: После изменение логина пользователя,            при запросе данных, возвращается измененный логин","1178","Тест изменение логина пользователя с авторизацией","tests","Mon Aug 04 14:14:21 GMT 2025","passed","Mon Aug 04 14:14:22 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: авторизация с неверным 'email', возвращает 401","542","Тест получения кода 401, при авторизации пользователя с неверным 'email'","tests","Mon Aug 04 14:14:37 GMT 2025","passed","Mon Aug 04 14:14:37 GMT 2025","TestRegisterUser","test_login_user","",""
"Если не передать неверный хеш ингредиентов,         вернётся код ответа 500 Internal Server Error","1162","Тест получения ошибки, при создании заказа с неверным хешем ингредиентов","tests","Mon Aug 04 14:14:13 GMT 2025","passed","Mon Aug 04 14:14:14 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: авторизация без пароля, возвращает 401","542","Тест получения кода 401, при авторизации пользователя без пароля","tests","Mon Aug 04 14:14:43 GMT 2025","passed","Mon Aug 04 14:14:44 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: авторизация без поля 'email', возвращает 401","633","Тест получения кода 401, при авторизации пользователя с без поля 'email'","tests","Mon Aug 04 14:14:41 GMT 2025","passed","Mon Aug 04 14:14:42 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: После изменение логина и имени пользователя,             при запросе данных, возвращается код 200","1173","Тест изменение логина и имени пользователя с авторизацией","tests","Mon Aug 04 14:14:26 GMT 2025","passed","Mon Aug 04 14:14:27 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: После изменение имени пользователя,             при запросе данных, возвращается измененное имя","1169","Тест изменение имени пользователя с авторизацией","tests","Mon Aug 04 14:14:23 GMT 2025","passed","Mon Aug 04 14:14:25 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: авторизация с неверным паролем, возвращает 401","622","Тест получения кода 401, при авторизации пользователя с неверным паролем","tests","Mon Aug 04 14:14:39 GMT 2025","passed","Mon Aug 04 14:14:40 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: логин под существующим пользователем, возвращается 200","634","Тест получения кода 200, при авторизации текущего пользователя","tests","Mon Aug 04 14:14:35 GMT 2025","passed","Mon Aug 04 14:14:35 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле emmail","547","Тест регистрации пользователя без заполненного поля email","tests","Mon Aug 04 14:14:19 GMT 2025","passed","Mon Aug 04 14:14:19 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при запросе на изменени логина пользователя без авторизации, вернется код 401","543","Тест изменение логина пользователя без авторизации","tests","Mon Aug 04 14:14:29 GMT 2025","passed","Mon Aug 04 14:14:29 GMT 2025","TestRegisterUser","test_edit_user","",""
"Если не передать ни один ингредиент, вернётся код ответа 400 Bad Request","1172","Тест получения ошибки, при создании заказа без ингредиентов                 авторизованным пользователем","tests","Mon Aug 04 14:14:10 GMT 2025","passed","Mon Aug 04 14:14:11 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с ингредиентами,             авторизованным пользователем, в ответе содержится id ингредиента","3577","Тест создания заказа c ингредиентами авторизованным пользователем","tests","Mon Aug 04 14:14:05 GMT 2025","passed","Mon Aug 04 14:14:09 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 'success: true'","3656","Тест возвращения сообщения при успешном создании заказа с авторизацией","tests","Mon Aug 04 14:13:50 GMT 2025","passed","Mon Aug 04 14:13:54 GMT 2025","TestRegisterUser","test_create_order","",""
"ПЕсли выполнить запрос без авторизации, вернётся код ответа 401 Unauthorized","543","Тест получения заказов неавторизованного пользователя","tests","Mon Aug 04 14:14:33 GMT 2025","passed","Mon Aug 04 14:14:34 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: успешноое создание уникального пользователя и возвращение кода 200","1567","Тест получения кода 2000 при успешной регистрации нового пользователя","tests","Mon Aug 04 14:14:15 GMT 2025","passed","Mon Aug 04 14:14:17 GMT 2025","TestRegisterUser","test_create_user","",""
"При успешном подключении бэкенд вернёт максимум        50 последних заказов пользователя","1544","Тест получения заказов автризованного пользователя","tests","Mon Aug 04 14:14:31 GMT 2025","passed","Mon Aug 04 14:14:33 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле password,            вернется коды 403","539","Тест регистрации пользователя без заполненного поля password","tests","Mon Aug 04 14:14:19 GMT 2025","passed","Mon Aug 04 14:14:20 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при создании заказа без авторизаци в теле ответа вернется         'success: false'. Здесь намеренный баг, изменить нет возможности,         т.к. нет доступа к разработке поэтому ожидаемый результат именен на 'True'","2865","Тест создания заказа без авторизации","tests","Mon Aug 04 14:14:01 GMT 2025","passed","Mon Aug 04 14:14:04 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: создать пользователя, который уже зарегистрирован","2117","Тест регистрации существующего пользователя","tests","Mon Aug 04 14:14:17 GMT 2025","passed","Mon Aug 04 14:14:19 GMT 2025","TestRegisterUser","test_create_user","",""
