"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка: авторизация с неверным 'email', возвращает 401","349","Тест получения кода 401, при авторизации пользователя с неверным 'email'","tests","Mon Aug 04 15:49:06 GMT 2025","passed","Mon Aug 04 15:49:07 GMT 2025","TestRegisterUser","test_login_user","",""
"ПЕсли выполнить запрос без авторизации, вернётся код ответа 401 Unauthorized","362","Тест получения заказов неавторизованного пользователя","tests","Mon Aug 04 15:49:04 GMT 2025","passed","Mon Aug 04 15:49:04 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: После изменение имени пользователя,             при запросе данных, возвращается измененное имя","813","Тест изменение имени пользователя с авторизацией","tests","Mon Aug 04 15:48:57 GMT 2025","passed","Mon Aug 04 15:48:57 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: успешноое создание уникального пользователя и возвращение кода 200","1197","Тест получения кода 2000 при успешной регистрации нового пользователя","tests","Mon Aug 04 15:48:51 GMT 2025","passed","Mon Aug 04 15:48:52 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: После изменение логина пользователя,            при запросе данных, возвращается измененный логин","814","Тест изменение логина пользователя с авторизацией","tests","Mon Aug 04 15:48:55 GMT 2025","passed","Mon Aug 04 15:48:55 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: при создании заказа с ингредиентами,             авторизованным пользователем, в ответе содержится id ингредиента","3172","Тест создания заказа c ингредиентами авторизованным пользователем","tests","Mon Aug 04 15:48:43 GMT 2025","passed","Mon Aug 04 15:48:46 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 'success: true'","3242","Тест возвращения сообщения при успешном создании заказа с авторизацией","tests","Mon Aug 04 15:48:30 GMT 2025","passed","Mon Aug 04 15:48:33 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: создать пользователя и не заполнить обязательное поле password,            вернется коды 403","368","Тест регистрации пользователя без заполненного поля password","tests","Mon Aug 04 15:48:54 GMT 2025","passed","Mon Aug 04 15:48:54 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: После изменение логина и имени пользователя,             при запросе данных, возвращается код 200","811","Тест изменение логина и имени пользователя с авторизацией","tests","Mon Aug 04 15:48:59 GMT 2025","passed","Mon Aug 04 15:48:59 GMT 2025","TestRegisterUser","test_edit_user","",""
"Проверка: логин под существующим пользователем, возвращается 200","432","Тест получения кода 200, при авторизации текущего пользователя","tests","Mon Aug 04 15:49:05 GMT 2025","passed","Mon Aug 04 15:49:05 GMT 2025","TestRegisterUser","test_login_user","",""
"Если не передать ни один ингредиент, вернётся код ответа 400 Bad Request","812","Тест получения ошибки, при создании заказа без ингредиентов                 авторизованным пользователем","tests","Mon Aug 04 15:48:47 GMT 2025","passed","Mon Aug 04 15:48:48 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: авторизация с неверным паролем, возвращает 401","453","Тест получения кода 401, при авторизации пользователя с неверным паролем","tests","Mon Aug 04 15:49:08 GMT 2025","passed","Mon Aug 04 15:49:09 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: при создании заказа без авторизаци в теле ответа вернется         'success: false'","2649","Тест создания заказа без авторизации","tests","Mon Aug 04 15:48:39 GMT 2025","failed","Mon Aug 04 15:48:41 GMT 2025","TestRegisterUser","test_create_order","",""
"Если не передать неверный хеш ингредиентов,         вернётся код ответа 500 Internal Server Error","763","Тест получения ошибки, при создании заказа с неверным хешем ингредиентов","tests","Mon Aug 04 15:48:49 GMT 2025","passed","Mon Aug 04 15:48:50 GMT 2025","TestRegisterUser","test_create_order","",""
"Проверка: создать пользователя, который уже зарегистрирован","1590","Тест регистрации существующего пользователя","tests","Mon Aug 04 15:48:52 GMT 2025","passed","Mon Aug 04 15:48:53 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: авторизация без поля 'email', возвращает 401","435","Тест получения кода 401, при авторизации пользователя с без поля 'email'","tests","Mon Aug 04 15:49:10 GMT 2025","passed","Mon Aug 04 15:49:10 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: создать пользователя и не заполнить обязательное поле emmail","369","Тест регистрации пользователя без заполненного поля email","tests","Mon Aug 04 15:48:53 GMT 2025","passed","Mon Aug 04 15:48:54 GMT 2025","TestRegisterUser","test_create_user","",""
"Проверка: при запросе на изменени логина пользователя без авторизации, вернется код 401","369","Тест изменение логина пользователя без авторизации","tests","Mon Aug 04 15:49:01 GMT 2025","passed","Mon Aug 04 15:49:01 GMT 2025","TestRegisterUser","test_edit_user","",""
"При успешном подключении бэкенд вернёт максимум        50 последних заказов пользователя","1134","Тест получения заказов автризованного пользователя","tests","Mon Aug 04 15:49:02 GMT 2025","passed","Mon Aug 04 15:49:03 GMT 2025","TestRegisterUser","test_get_orders_user","",""
"Проверка: авторизация без пароля, возвращает 401","363","Тест получения кода 401, при авторизации пользователя без пароля","tests","Mon Aug 04 15:49:11 GMT 2025","passed","Mon Aug 04 15:49:12 GMT 2025","TestRegisterUser","test_login_user","",""
"Проверка: при создании заказа с авторизацией в теле ответа вернется 200","3213","Тест возвращения кода 200 при успешном создании заказа с авторизацией","tests","Mon Aug 04 15:48:34 GMT 2025","passed","Mon Aug 04 15:48:38 GMT 2025","TestRegisterUser","test_create_order","",""
